iter	Logloss
194	0.4875971631
195	0.4874330896
196	0.4868299553
197	0.4865777879
198	0.4864513274
199	0.4862364628
200	0.4859736554
201	0.4858150147
202	0.4855725019
203	0.485431358
204	0.4852977667
205	0.4849512653
206	0.4848109591
207	0.4846539196
208	0.4843890166
209	0.4841772734
210	0.4840433307
211	0.483928871
212	0.4832276898
213	0.4824783704
214	0.4823061137
215	0.4821003683
216	0.4819448662
217	0.4818191644
218	0.4816863653
219	0.4815008247
220	0.4812447174
221	0.4811392638
222	0.4808094308
223	0.4806679191
224	0.4805456333
225	0.4802602003
226	0.4800438749
227	0.4794906828
228	0.4790757436
229	0.47893188
230	0.4788130118
231	0.4786026203
232	0.478257353
233	0.4780891303
234	0.4778621529
235	0.4777006307
236	0.4775053575
237	0.4773852206
238	0.4772150634
239	0.4769082151
240	0.4767308121
241	0.4766247435
242	0.4762314744
243	0.4761293566
244	0.4757195151
245	0.4754686186
246	0.4753009168
247	0.4749286804
248	0.4747088845
249	0.4743370135
250	0.4737923295
251	0.4735880168
252	0.4734493048
253	0.4730878025
254	0.4729356658
255	0.4728155761
256	0.4726947064
257	0.4724672358
258	0.4723647304
259	0.4722290476
260	0.4721227275
261	0.4720213185
262	0.4718001429
263	0.4715331057
264	0.4706975576
265	0.4702838685
266	0.4700102089
267	0.4688472146
268	0.4681130404
269	0.4678356871
270	0.4672222701
271	0.4670860113
272	0.4667978475
273	0.4662051376
274	0.4658950051
275	0.4654395813
276	0.4650308228
277	0.4648991697
278	0.4647684568
279	0.4646525356
280	0.4640417323
281	0.4636760985
282	0.4634088456
283	0.4632567996
284	0.4631392194
285	0.462768443
286	0.4622852465
287	0.4616798866
288	0.4614060884
289	0.4611186947
290	0.4608199412
291	0.4604331745
292	0.4602716074
293	0.4600357687
294	0.4597230888
295	0.4592814684
296	0.4589766235
297	0.4583642515
298	0.4574374086
299	0.4572159696
300	0.4563316492
301	0.4561290459
302	0.4558880304
303	0.4557457629
304	0.4549605624
305	0.4548421912
306	0.4540586302
307	0.4538545739
308	0.4530834391
309	0.4522243764
310	0.451603821
311	0.4514152652
312	0.4510825676
313	0.4509436342
314	0.4508036066
315	0.4501557887
316	0.4499455379
317	0.4497295751
318	0.4495385304
319	0.4493826951
320	0.4491901346
321	0.448925042
322	0.4488460693
323	0.4485290415
324	0.4483409817
325	0.4481132984
326	0.4478122678
327	0.4476028011
328	0.4474879612
329	0.4469422225
330	0.4466941724
331	0.4465322182
332	0.4463057192
333	0.44618644
334	0.4456670094
335	0.4454928707
336	0.4453073535
337	0.4449236497
338	0.4445086206
339	0.4443956265
340	0.4440652491
341	0.4434815864
342	0.4430807968
343	0.4423834009
344	0.4419261794
345	0.4418232537
346	0.4416353587
347	0.4411950421
348	0.4408303595
349	0.4406358704
350	0.4402597764
351	0.4400602874
352	0.4399147227
353	0.4398053733
354	0.4396176722
355	0.4391357621
356	0.4382503204
357	0.4380854188
358	0.4376579738
359	0.4373884728
360	0.4371863959
361	0.4368922498
362	0.4366732069
363	0.4365724507
364	0.4360325575
365	0.4358654927
366	0.4357277211
367	0.4355454175
368	0.4350020039
369	0.4347528785
370	0.4345952286
371	0.4340984833
372	0.4340048426
373	0.4337084044
374	0.433623134
375	0.4334418826
376	0.4332862941
377	0.4331454043
378	0.4330195304
379	0.4324847726
380	0.431887086
381	0.4314582607
382	0.4308977359
383	0.4305193652
384	0.4304192045
385	0.4302641442
386	0.43012727
387	0.42985513
388	0.4295410812
389	0.4293433538
390	0.4291419997
391	0.4288904406
392	0.4285682375
393	0.4280847229
394	0.4279365293
395	0.4276977214
396	0.4274342824
397	0.4272525561
398	0.4270214541
399	0.4267998899
400	0.4266104724
401	0.4259018399
402	0.4257333273
403	0.4255065556
404	0.4251281743
405	0.4247429628
406	0.4245419664
407	0.42415405
408	0.4239869327
409	0.4238934922
410	0.4237408296
411	0.4235900872
412	0.4234474607
413	0.4231253976
414	0.422942133
415	0.4227971602
416	0.4226781009
417	0.4224589295
418	0.422229455
419	0.4218367819
420	0.4216298365
421	0.4214333522
422	0.4213091141
423	0.4211526075
424	0.4210016633
425	0.4208407516
426	0.4204945956
427	0.420362325
428	0.4202295938
429	0.4201192104
430	0.420016647
431	0.4197089726
432	0.4195313038
433	0.4191221434
434	0.418992635
435	0.4188704419
436	0.4187098183
437	0.4185025806
438	0.4184248367
439	0.4182351851
440	0.4180555736
441	0.4179619461
442	0.4176919845
443	0.4175332715
444	0.4172669139
445	0.4169776763
446	0.416890475
447	0.4166635618
448	0.4165147332
449	0.416413022
450	0.4162466384
451	0.4159894657
452	0.4158590581
453	0.4157701218
454	0.4156387122
455	0.4155442015
456	0.4153942367
457	0.4152717182
458	0.4151359631
459	0.4149683597
460	0.4147134724
461	0.4145681813
462	0.4144597143
463	0.4140534918
464	0.4139097912
465	0.4133049555
466	0.413074592
467	0.4129223946
468	0.4126616846
469	0.4125127291
470	0.4124377134
471	0.4120193759
472	0.4119273845
473	0.4118296607
474	0.4116750519
475	0.4115356598
476	0.4114055809
477	0.4112672829
478	0.4107973797
479	0.4106720192
480	0.4103808074
481	0.4102068727
482	0.4100969765
483	0.409968368
484	0.4097096634
485	0.4095066002
486	0.4094053503
487	0.4091665583
488	0.4091051465
489	0.4089055764
490	0.4088292352
491	0.4086252687
492	0.4085128777
493	0.408301522
494	0.4081744832
495	0.4080448582
496	0.4078072199
497	0.4077194092
498	0.4075153828
499	0.4074419086
500	0.4073268003
501	0.4071107413
502	0.4069939032
503	0.4069279524
504	0.4067448629
505	0.4066493847
506	0.4065428434
507	0.4064759647
508	0.4063519296
509	0.4062231857
510	0.406087572
511	0.4059578325
512	0.4056534386
513	0.4055008658
514	0.4050816704
515	0.4050161842
516	0.4049160762
517	0.4048016564
518	0.4046741771
519	0.4045409951
520	0.4043100595
521	0.4041471175
522	0.4040239546
523	0.4039341349
524	0.4038052782
525	0.4036638977
526	0.403535279
527	0.4034445422
528	0.4029219694
529	0.4026573633
530	0.4025393436
531	0.4023828823
532	0.4022406622
533	0.4020295709
534	0.4019293086
535	0.4018571234
536	0.4017614243
537	0.4016146221
538	0.4015170082
539	0.401381931
540	0.4013135238
541	0.4009376168
542	0.4008540527
543	0.4007349313
544	0.4006208623
545	0.4005305375
546	0.4004050623
547	0.4002394156
548	0.4000875688
549	0.3999841145
550	0.3998154697
551	0.399673777
552	0.3995196878
553	0.3994313362
554	0.3992992595
555	0.3991913488
556	0.3990840755
557	0.3988699519
558	0.3984970325
559	0.3984186088
560	0.3983271523
561	0.3981609398
562	0.3980490035
563	0.3979271695
564	0.3978483497
565	0.3977092193
566	0.3976138371
567	0.3974675831
568	0.3973407664
569	0.3972267432
570	0.3971393483
571	0.3969385484
572	0.3967367948
573	0.3966237281
574	0.3965541874
575	0.3964708125
576	0.3963471631
577	0.3962752137
578	0.3962152284
579	0.3960942028
580	0.396040335
581	0.395816881
582	0.3957467519
583	0.39562262
584	0.395494599
585	0.3953701177
586	0.3952779531
587	0.3950936676
588	0.3949877163
589	0.3949170547
590	0.3948434309
591	0.3947560465
592	0.3943866667
593	0.3942913404
594	0.3942121232
595	0.3941230428
596	0.3940066578
597	0.3939101488
598	0.3937891467
599	0.3936097876
600	0.3935158714
601	0.3934143709
602	0.3931250247
603	0.3930433308
604	0.392790185
605	0.3927114829
606	0.392659624
607	0.3925867249
608	0.392500027
609	0.3923326094
610	0.3922482007
611	0.3921580421
612	0.3920310094
613	0.3919400544
614	0.3915585794
615	0.3914248996
616	0.3913419464
617	0.3912665412
618	0.3911787939
619	0.3909808968
620	0.3908738765
621	0.3907746507
622	0.3906544803
623	0.3905778896
624	0.3904954206
625	0.3903491595
626	0.3901553355
627	0.3900505715
628	0.3898723056
629	0.389776643
630	0.3895886183
631	0.3895284562
632	0.3890950195
633	0.388911575
634	0.3886580232
635	0.3885664702
636	0.3885192292
637	0.3884324285
638	0.3881619119
639	0.3880787158
640	0.3876909324
641	0.3876031595
642	0.3874957151
643	0.3873541814
644	0.387289718
645	0.3871435241
646	0.3870755103
647	0.3869820615
648	0.3868649176
649	0.3867556359
650	0.3866654717
651	0.3865508011
652	0.3864656233
653	0.3863131736
654	0.3862130887
655	0.386116014
656	0.3858915192
657	0.3852918593
658	0.3852268219
659	0.3851407481
660	0.3850662071
661	0.3848692485
662	0.3847799655
663	0.3846656453
664	0.3845715833
665	0.3844940635
666	0.384438704
667	0.384375324
668	0.3842928747
669	0.3841858823
670	0.3840630451
671	0.3838797427
672	0.3835194929
673	0.3834428429
674	0.3833466421
675	0.383039519
676	0.3829335913
677	0.3827821921
678	0.3826801863
679	0.3824378408
680	0.3823492689
681	0.3822669973
682	0.3821624808
683	0.38208143
684	0.3819647749
685	0.3818762082
686	0.3817797296
687	0.3817144415
688	0.3816433943
689	0.3815592331
690	0.3814766863
691	0.381153384
692	0.3810491707
693	0.3809704043
694	0.3808940399
695	0.3807935719
696	0.3804503888
697	0.3803650457
698	0.380022983
699	0.3799273254
700	0.3798683787
701	0.379758333
702	0.3796644913
703	0.3795660328
704	0.3793826062
705	0.3791368298
706	0.3790598464
707	0.3787855711
708	0.3786663088
709	0.378594862
710	0.3782518748
711	0.3781459606
712	0.378014756
713	0.3779673515
714	0.3778190548
715	0.3777602387
716	0.3775667262
717	0.3775102625
718	0.3773413056
719	0.3772861649
720	0.3771837201
721	0.3770354978
722	0.3768915835
723	0.3766783024
724	0.3765657117
725	0.3764865929
726	0.3763992861
727	0.3763481359
728	0.3762225124
729	0.3761039155
730	0.3760116495
731	0.3759534356
732	0.3758541787
733	0.3757405911
734	0.375605377
735	0.3755222795
736	0.3753652648
737	0.3752974342
738	0.3751731933
739	0.3750560115
740	0.3750037054
741	0.3749376448
742	0.3748599741
743	0.3747528892
744	0.3746485486
745	0.3745845266
746	0.3745258259
747	0.3743906508
748	0.3742573177
749	0.3740697184
750	0.3740052038
751	0.3739487517
752	0.3738640189
753	0.3737873369
754	0.373728317
755	0.3736562359
756	0.3734718444
757	0.373389907
758	0.3733108105
759	0.3732335723
760	0.3731467682
761	0.3730931117
762	0.3730190191
763	0.3729462089
764	0.3728664673
765	0.3727994538
766	0.3727182185
767	0.3726093604
768	0.3725403365
769	0.3724602467
770	0.3723782649
771	0.3723016537
772	0.3722259292
773	0.3721271822
774	0.3720338506
775	0.3719552145
776	0.3718980336
777	0.3718086579
778	0.3716771163
779	0.3716075517
780	0.3715079533
781	0.3714110299
782	0.3713374871
783	0.3710633536
784	0.3710069017
785	0.3709266985
786	0.3708088303
787	0.3707264917
788	0.3706607822
789	0.3705872807
790	0.3704376714
791	0.3702280132
792	0.3701156125
793	0.3700304709
794	0.3699650909
795	0.3698640025
796	0.3697935493
797	0.3697378428
798	0.369669221
799	0.3696114439
800	0.3695013795
801	0.3694186518
802	0.3693118257
803	0.3692533353
804	0.3692094578
805	0.3691191509
806	0.3689961067
807	0.3688470007
808	0.3687324733
809	0.3686205923
810	0.3685641749
811	0.3683947304
812	0.3683391491
813	0.3682643197
814	0.3681907335
815	0.3681060848
816	0.367989977
817	0.3679084836
818	0.3678400111
819	0.3677522053
820	0.3676967429
821	0.3676494384
822	0.367561987
823	0.3674487109
824	0.3672768997
825	0.3672171531
826	0.3671697929
827	0.3670527817
828	0.3670245817
829	0.3669380068
830	0.3668826064
831	0.3668228519
832	0.3667167816
833	0.366620246
834	0.3665476533
835	0.3664809714
836	0.3661398725
837	0.3660884621
838	0.3660322584
839	0.365938764
840	0.3658797322
841	0.3657772805
842	0.3657172239
843	0.3655856041
844	0.3655029812
845	0.3653947497
846	0.3653471598
847	0.3653019177
848	0.3652073942
849	0.3651341974
850	0.3650905505
851	0.3650266697
852	0.3649356918
853	0.364734092
854	0.3646757901
855	0.3645596522
856	0.3645034853
857	0.3643253004
858	0.3642260219
859	0.3641049417
860	0.3640322664
861	0.363933965
862	0.3638128894
863	0.3637649807
864	0.3636891549
865	0.3636262815
866	0.3635400773
867	0.3634064711
868	0.3633540111
869	0.3632773458
870	0.3632155925
871	0.3630843584
872	0.3629871598
873	0.3629330253
874	0.3628054404
875	0.3627273708
876	0.362669663
877	0.3623992932
878	0.3623215312
879	0.3622344147
880	0.3621490371
881	0.3620744478
882	0.3619986359
883	0.3617632747
884	0.3616792079
885	0.3616145446
886	0.3615467345
887	0.3613932964
888	0.361355814
889	0.3612612295
890	0.3612233323
891	0.3611416571
892	0.3610746493
893	0.3609571223
894	0.360828066
895	0.3607607471
896	0.3606838634
897	0.3605920136
898	0.3605129058
899	0.3604697992
900	0.3604286738
901	0.3603674053
902	0.360312474
903	0.3602334954
904	0.3601347539
905	0.360078236
906	0.3600326135
907	0.3599365017
908	0.3598606848
909	0.3598193102
910	0.3597607276
911	0.3597253919
912	0.3596293767
913	0.3595655457
914	0.3593919168
915	0.3592108957
916	0.359144154
917	0.3590797346
918	0.359018317
919	0.3588909261
920	0.358787265
921	0.3586949091
922	0.358640797
923	0.358587478
924	0.3585449827
925	0.3584738419
926	0.3583919832
927	0.3582199717
928	0.3581255491
929	0.3580497749
930	0.3579638602
931	0.3578980162
932	0.3578284128
933	0.3577635528
934	0.3577097861
935	0.3576524692
936	0.3575975848
937	0.3575553261
938	0.3574447651
939	0.3573633177
940	0.3573082323
941	0.3572524465
942	0.3571733117
943	0.3571300748
944	0.3570090776
945	0.3569383351
946	0.356764324
947	0.3566955721
948	0.3566312454
949	0.3565524824
950	0.3564996495
951	0.3564598979
952	0.3563989965
953	0.3563358919
954	0.3562842758
955	0.3562368481
956	0.3560821611
957	0.3560243775
958	0.3559697244
959	0.3558922301
960	0.3558145807
961	0.3557101543
962	0.3556264806
963	0.3555754015
964	0.3554767303
965	0.3554172924
966	0.3553348629
967	0.3552406306
968	0.3551763737
969	0.3551126078
970	0.3549983301
971	0.3549547725
972	0.3549030308
973	0.3548388863
974	0.3547850389
975	0.354478325
976	0.3544390225
977	0.3543238126
978	0.3542712664
979	0.3542069548
980	0.3541127053
981	0.3540477331
982	0.3539848444
983	0.3538651782
984	0.3538139824
985	0.3537659278
986	0.3536896322
987	0.3536546654
988	0.3535819683
989	0.3535139824
990	0.3534606524
991	0.3533742971
992	0.3531381959
993	0.3530689254
994	0.3530063748
995	0.3529559667
996	0.3528923973
997	0.3528371783
998	0.3527756105
999	0.3527370408
